RatingID,SupplierID,RatingDate,Score,Notes
RAT04446,SUP002,2024-03-18,10,Nor war blue they bad.
RAT04447,SUP049,2024-02-23,4,South data quite.
RAT04448,SUP031,2024-06-14,6,You such figure language human.
RAT04449,SUP074,2024-02-22,4,Amount third right grow there election.
RAT04450,SUP080,2024-06-09,8,Another conference receive.
RAT04451,SUP084,2024-01-07,7,House provide account.
RAT04452,SUP003,2024-03-15,5,Save available trade purpose civil above itself.
RAT04453,SUP035,2024-06-03,10,Economic cause choose not charge bill.
RAT04454,SUP098,2024-02-24,6,Face story learn born I perhaps.
RAT04455,SUP085,2024-04-02,7,Card value keep which.
RAT04456,SUP036,2024-02-14,2,Tend south paper fill.
RAT04457,SUP064,2024-06-10,9,Product second theory stage.
RAT04458,SUP032,2024-03-07,7,Listen able huge team central.
RAT04459,SUP018,2024-04-24,8,Heavy pass south.
RAT04460,SUP034,2024-05-07,5,Concern friend too face simple.
RAT04461,SUP056,2024-03-09,3,Leg question opportunity.
RAT04462,SUP067,2024-02-10,2,Alone woman hot.
RAT04463,SUP053,2024-06-23,2,Economic foot job key.
RAT04464,SUP067,2024-06-19,3,Eat address generation form hundred.
RAT04465,SUP091,2024-03-18,1,Character test person now.
RAT04466,SUP066,2024-03-21,1,Interview way art floor.
RAT04467,SUP064,2024-05-03,7,Building especially might conference long man.
RAT04468,SUP067,2024-05-12,10,Stage painting city.
RAT04469,SUP081,2024-04-18,8,Specific former organization.
RAT04470,SUP039,2024-05-29,6,Society traditional hundred.
RAT04471,SUP038,2024-02-19,7,Agent through nearly environmental meet.
RAT04472,SUP040,2024-05-28,1,Message tend front.
RAT04473,SUP019,2024-03-25,1,Section someone whether bad decade significant.
RAT04474,SUP083,2024-05-25,9,Reflect forget then put.
RAT04475,SUP005,2024-01-14,5,Safe news usually southern never.
RAT04476,SUP069,2024-05-18,7,Recognize pull show.
RAT04477,SUP014,2024-04-03,6,Above buy where determine.
RAT04478,SUP091,2024-02-27,4,My interesting company.
RAT04479,SUP049,2024-05-02,1,Long rock use top improve American.
RAT04480,SUP064,2024-06-13,4,Billion husband woman pull under me.
RAT04481,SUP100,2024-04-23,10,Himself onto enough.
RAT04482,SUP057,2024-05-07,10,Thousand home mention ten about rest.
RAT04483,SUP035,2024-03-08,8,Pay relationship clearly page amount.
RAT04484,SUP085,2024-05-04,1,Only health we fight.
RAT04485,SUP005,2024-04-24,2,Region evidence sign fund company between.
RAT04486,SUP088,2024-04-21,8,Remember politics science head.
RAT04487,SUP039,2024-01-14,2,Reduce someone hospital gun.
RAT04488,SUP024,2024-02-02,10,Eight bag their attention fund including.
RAT04489,SUP040,2024-03-17,9,Figure news civil southern.
RAT04490,SUP050,2024-05-18,3,Letter make pull relationship perform.
RAT04491,SUP077,2024-05-22,3,Change heart week question once.
RAT04492,SUP058,2024-04-27,6,Early week nor various seven risk.
RAT04493,SUP001,2024-02-07,3,Late top language.
RAT04494,SUP043,2024-06-04,9,Short with tonight imagine leg already.
RAT04495,SUP039,2024-04-17,8,Popular ahead popular too there.
RAT04496,SUP010,2024-04-12,4,Mission different station analysis.
RAT04497,SUP002,2024-02-15,6,Behavior case ever development source.
RAT04498,SUP063,2024-03-10,8,Character develop minute possible.
RAT04499,SUP016,2024-06-06,4,Expert price different process affect possible.
RAT04500,SUP037,2024-06-29,5,Television bed beautiful difficult.
RAT04501,SUP016,2024-04-03,7,Assume discover huge.
RAT04502,SUP087,2024-05-04,8,Modern man between American.
RAT04503,SUP090,2024-02-03,7,Lose factor green.
RAT04504,SUP080,2024-03-10,8,Produce tend reflect.
RAT04505,SUP027,2024-03-03,4,Site quickly reason eat edge work.
RAT04506,SUP063,2024-04-22,1,Stand authority visit audience.
RAT04507,SUP094,2024-04-30,6,During goal quality health available analysis.
RAT04508,SUP064,2024-02-26,5,Whole newspaper practice.
RAT04509,SUP097,2024-01-12,4,Growth ahead your rather she.
RAT04510,SUP032,2024-03-16,2,Tonight beat single.
RAT04511,SUP009,2024-04-15,1,Range toward change exactly teach mission west.
RAT04512,SUP011,2024-03-25,9,Perform industry blood son better need.
RAT04513,SUP070,2024-04-27,2,Type hot serve.
RAT04514,SUP030,2024-04-10,9,Early enough hair risk house.
RAT04515,SUP015,2024-01-11,6,Property close determine sing.
RAT04516,SUP059,2024-05-13,6,Seven money agency difference push fill.
RAT04517,SUP048,2024-01-12,2,Stand art majority past town.
RAT04518,SUP094,2024-04-15,6,Where pass either sort short bar.
RAT04519,SUP082,2024-04-13,3,Few then some kid.
RAT04520,SUP076,2024-01-18,7,Road stock today gun if under.
RAT04521,SUP060,2024-03-24,10,Book it of.
RAT04522,SUP068,2024-01-05,4,Spring book single eat.
RAT04523,SUP057,2024-05-14,9,Future laugh sure.
RAT04524,SUP064,2024-05-31,5,Serve time four what leave here.
RAT04525,SUP054,2024-01-29,10,Detail pick with somebody collection thus.
RAT04526,SUP080,2024-01-22,3,Music see either possible loss try.
RAT04527,SUP087,2024-04-29,1,College blue may thought member take.
RAT04528,SUP075,2024-04-23,1,Together that size government pressure politics.
RAT04529,SUP054,2024-04-15,4,Sing small source certainly bar.
RAT04530,SUP059,2024-06-08,10,General baby consider important glass majority.
RAT04531,SUP088,2024-02-16,10,Morning customer suffer peace.
RAT04532,SUP086,2024-05-18,4,Born at walk opportunity lead paper.
RAT04533,SUP039,2024-06-21,9,Threat how where.
RAT04534,SUP015,2024-01-22,8,Recently clearly there themselves interview rest.
RAT04535,SUP079,2024-06-15,4,Deep speech or seat small toward.
RAT04536,SUP074,2024-01-07,6,Partner table big.
RAT04537,SUP028,2024-01-27,7,It environment sure provide commercial once.
RAT04538,SUP036,2024-01-11,10,Fast place phone suddenly.
RAT04539,SUP054,2024-04-28,8,Tough hundred stay general safe item.
RAT04540,SUP017,2024-05-22,4,Set report interesting glass eight.
RAT04541,SUP100,2024-06-27,1,Land particularly tonight his social born.
RAT04542,SUP086,2024-03-25,5,Strategy draw like particular stand Democrat.
RAT04543,SUP087,2024-03-19,1,Face thank environment seat same.
RAT04544,SUP093,2024-05-19,4,Alone accept section benefit.
RAT04545,SUP022,2024-04-03,7,Room model much answer other join.
RAT04546,SUP075,2024-01-23,7,Change radio treat parent open all.
RAT04547,SUP036,2024-01-08,1,Free identify man ball onto right.
RAT04548,SUP029,2024-04-25,9,Until time social boy.
RAT04549,SUP055,2024-01-02,2,Carry generation pass now water lawyer.
RAT04550,SUP042,2024-05-24,5,Artist want short onto possible southern.
RAT04551,SUP032,2024-04-06,6,Walk wear who right not.
RAT04552,SUP014,2024-05-23,1,Smile fine on true ready you.
RAT04553,SUP018,2024-04-30,2,Ten need apply.
RAT04554,SUP038,2024-04-12,7,Send character hospital continue.
RAT04555,SUP034,2024-03-03,6,Difference whatever majority father small.
RAT04556,SUP045,2024-01-01,6,Season message increase recognize.
RAT04557,SUP087,2024-01-21,6,Among eat staff many commercial center.
RAT04558,SUP032,2024-02-07,7,Size should serve nice.
RAT04559,SUP067,2024-05-10,10,Have life edge house accept.
RAT04560,SUP063,2024-06-23,9,Pm wish respond figure condition office spring.
RAT04561,SUP055,2024-02-06,9,Avoid style church teach staff various.
RAT04562,SUP043,2024-03-04,2,Morning information rest quickly follow young.
RAT04563,SUP022,2024-01-20,2,Care certainly energy nation investment trip.
RAT04564,SUP087,2024-01-02,5,Low economic hit.
RAT04565,SUP068,2024-01-20,10,Game hair wide stop avoid.
RAT04566,SUP077,2024-02-03,7,Light unit me throughout.
RAT04567,SUP096,2024-04-19,3,Method friend reach.
RAT04568,SUP029,2024-05-13,3,Seem consider take contain.
RAT04569,SUP040,2024-04-20,4,Any become keep personal.
RAT04570,SUP045,2024-04-06,3,Here brother all strong focus.
RAT04571,SUP010,2024-04-13,3,Bank might we board.
RAT04572,SUP077,2024-05-08,8,Page we accept direction call.
RAT04573,SUP045,2024-05-27,7,Color once figure really give.
RAT04574,SUP017,2024-01-31,7,Radio between report box.
RAT04575,SUP002,2024-02-18,10,Yourself event most reality look short.
RAT04576,SUP017,2024-05-02,2,Class few face foot once.
RAT04577,SUP090,2024-01-12,9,Artist their develop popular politics than.
RAT04578,SUP038,2024-02-28,6,Set far control six.
RAT04579,SUP037,2024-01-24,3,Bar best yeah west important painting.
RAT04580,SUP063,2024-04-23,9,End get success by team fact.
RAT04581,SUP005,2024-06-28,9,This article market report grow make.
RAT04582,SUP025,2024-06-28,6,Similar beyond history PM high.
RAT04583,SUP073,2024-01-30,10,Look remain short road apply life.
RAT04584,SUP092,2024-01-14,6,Born far produce step hair.
RAT04585,SUP022,2024-06-03,8,Into wind end.
RAT04586,SUP093,2024-06-08,8,Time claim sign international say man.
RAT04587,SUP063,2024-02-28,6,Its writer century foreign.
RAT04588,SUP035,2024-06-28,7,Marriage young peace anyone strategy score.
RAT04589,SUP055,2024-04-08,4,Or eight wait trouble.
RAT04590,SUP020,2024-04-29,1,Do building participant necessary everybody.
RAT04591,SUP005,2024-05-27,4,Lead upon work.
RAT04592,SUP039,2024-04-23,8,Hope heart light to kitchen.
RAT04593,SUP063,2024-01-08,8,People investment son ten.
RAT04594,SUP032,2024-03-14,2,Enjoy since would.
RAT04595,SUP063,2024-05-23,7,Maintain way quite remember official.
RAT04596,SUP074,2024-02-24,1,Everything kitchen central national.
RAT04597,SUP040,2024-05-30,2,Mind reality camera bill.
RAT04598,SUP017,2024-05-31,8,Behavior production skin oil.
RAT04599,SUP079,2024-04-13,10,Central everybody while party also reduce.
RAT04600,SUP073,2024-05-09,4,History husband information line ten.
RAT04601,SUP032,2024-03-27,3,Scene practice fight.
RAT04602,SUP023,2024-01-01,2,Effect trial production bank.
RAT04603,SUP075,2024-06-19,6,Make role old.
RAT04604,SUP060,2024-04-02,4,Wait simple either itself.
RAT04605,SUP077,2024-04-07,3,Individual live available.
RAT04606,SUP082,2024-05-18,3,Such wait receive from ability impact.
RAT04607,SUP056,2024-03-10,10,Realize he so collection write cold.
RAT04608,SUP009,2024-03-31,3,But myself draw.
RAT04609,SUP069,2024-02-12,8,Song open either ability.
RAT04610,SUP062,2024-06-11,9,Commercial activity response fish commercial realize.
RAT04611,SUP064,2024-01-25,9,Score activity officer almost cold reveal.
RAT04612,SUP022,2024-01-20,5,Lot drive lawyer expert record.
RAT04613,SUP032,2024-01-07,1,Song position exist four research.
RAT04614,SUP047,2024-02-10,10,But lawyer easy pattern.
RAT04615,SUP002,2024-06-11,5,Space senior ago total action.
RAT04616,SUP085,2024-05-19,1,You available keep language.
RAT04617,SUP092,2024-04-08,9,Safe state former race.
RAT04618,SUP052,2024-03-10,10,Star administration cultural site form seem.
RAT04619,SUP088,2024-01-17,8,Return southern product beautiful.
RAT04620,SUP088,2024-02-09,7,Check very air pull join adult.
RAT04621,SUP014,2024-01-05,2,Central future someone market fine.
RAT04622,SUP037,2024-05-30,2,Kind opportunity over.
RAT04623,SUP027,2024-01-01,4,Though there mission identify final today.
RAT04624,SUP024,2024-05-27,9,Shake consumer media.
RAT04625,SUP064,2024-03-09,9,Meeting share military enjoy deep.
RAT04626,SUP070,2024-02-02,8,Manage point order.
RAT04627,SUP026,2024-03-19,5,Describe central lose simple it whatever.
RAT04628,SUP054,2024-02-11,7,Animal thank job health front.
RAT04629,SUP015,2024-04-12,9,Think either they west store.
RAT04630,SUP029,2024-06-20,3,Thus official attack national fill staff.
RAT04631,SUP100,2024-01-10,4,Letter crime tonight available his.
RAT04632,SUP074,2024-06-21,2,Side already hard participant.
RAT04633,SUP028,2024-06-18,9,Tax in crime message.
RAT04634,SUP059,2024-03-02,7,Face follow more happy between.
RAT04635,SUP073,2024-05-06,6,Tree likely our alone.
RAT04636,SUP021,2024-06-03,5,War in federal bill.
RAT04637,SUP010,2024-05-09,7,Million politics music instead.
RAT04638,SUP004,2024-06-03,3,Phone affect million improve.
RAT04639,SUP062,2024-01-26,5,Three begin sit interview.
RAT04640,SUP004,2024-05-13,2,However election any do.
RAT04641,SUP006,2024-04-09,5,Thus all challenge home western court.
RAT04642,SUP090,2024-03-21,7,Interesting people hold trial.
RAT04643,SUP080,2024-06-02,10,With buy month stop.
RAT04644,SUP072,2024-06-17,7,Ok quite teacher.
RAT04645,SUP092,2024-04-07,9,Detail physical effort size.
RAT04646,SUP016,2024-01-05,3,Draw your main.
RAT04647,SUP038,2024-06-07,8,Manager subject value model.
RAT04648,SUP049,2024-01-24,5,Discuss medical whatever last Republican simply.
RAT04649,SUP061,2024-02-26,7,Character debate paper four religious.
RAT04650,SUP065,2024-05-07,1,Probably both guy.
RAT04651,SUP083,2024-05-28,1,Both provide prepare development.
RAT04652,SUP050,2024-06-13,4,Future paper Republican.
RAT04653,SUP017,2024-05-20,5,Never position ok likely far.
RAT04654,SUP028,2024-03-14,10,Exist brother several.
RAT04655,SUP044,2024-02-07,3,Focus claim protect defense support.
RAT04656,SUP012,2024-02-04,6,Performance others keep identify.
RAT04657,SUP070,2024-02-01,3,Southern now successful.
RAT04658,SUP071,2024-04-06,5,Hour he play this.
RAT04659,SUP072,2024-02-01,1,Green we put drug end rather.
RAT04660,SUP003,2024-03-29,3,Recently operation example painting play.
RAT04661,SUP049,2024-03-07,7,Notice end win.
RAT04662,SUP021,2024-03-09,3,This garden tend some three.
RAT04663,SUP008,2024-04-19,5,Hit attack prevent.
RAT04664,SUP064,2024-06-14,7,Religious those as job name when reduce.
RAT04665,SUP092,2024-03-08,2,Friend arrive again and.
RAT04666,SUP059,2024-06-28,3,Drop good four.
RAT04667,SUP030,2024-03-26,4,Outside head service occur expect between.
RAT04668,SUP032,2024-02-05,5,Me practice generation according.
RAT04669,SUP075,2024-02-19,9,Analysis population several much may.
RAT04670,SUP020,2024-01-12,9,Shake here enter knowledge rich.
RAT04671,SUP016,2024-03-19,4,Entire imagine truth.
RAT04672,SUP025,2024-04-30,9,Fight if interest friend ten face.
RAT04673,SUP060,2024-03-10,4,Bed order campaign yard.
RAT04674,SUP045,2024-05-01,2,Chair statement quickly.
RAT04675,SUP009,2024-01-05,10,Price use condition positive short eye.
RAT04676,SUP051,2024-01-05,1,Interview else bar huge.
RAT04677,SUP061,2024-01-22,7,All here effect dream off.
RAT04678,SUP040,2024-05-16,4,Five less effect must worker.
RAT04679,SUP061,2024-04-24,8,Name whose I.
RAT04680,SUP067,2024-02-25,8,Support increase indicate.
RAT04681,SUP080,2024-05-01,8,Song building become.
RAT04682,SUP076,2024-02-05,6,May some treatment school necessary.
RAT04683,SUP015,2024-03-01,9,Stop middle dog western.
RAT04684,SUP053,2024-01-25,4,Term treat various adult east.
RAT04685,SUP004,2024-06-25,5,Have project movie blue cover.
RAT04686,SUP023,2024-02-16,4,Body make safe point.
RAT04687,SUP027,2024-03-11,5,Here discuss no.
RAT04688,SUP037,2024-01-12,2,Fast challenge window more number.
RAT04689,SUP077,2024-06-19,5,West fear program lead physical million.
RAT04690,SUP043,2024-02-17,10,Prepare break produce result really try.
RAT04691,SUP037,2024-05-16,8,Face avoid space figure sit.
RAT04692,SUP085,2024-03-26,9,Cost deep only task current she.
RAT04693,SUP029,2024-04-23,7,Protect again who happen system everyone.
RAT04694,SUP029,2024-06-14,7,Establish nation population.
RAT04695,SUP049,2024-01-24,6,At material another.
RAT04696,SUP075,2024-04-30,2,Successful until yet floor.
RAT04697,SUP051,2024-03-11,10,Company write firm.
RAT04698,SUP050,2024-02-16,10,Thousand understand yourself since.
RAT04699,SUP028,2024-03-27,9,State skill later whatever close.
RAT04700,SUP074,2024-01-24,5,Early every old account no goal tough.
RAT04701,SUP005,2024-06-06,6,Lawyer reveal plant.
RAT04702,SUP056,2024-05-05,1,Think base life many personal.
RAT04703,SUP064,2024-01-20,5,Space choose perform.
RAT04704,SUP089,2024-05-02,6,Enter low sign name.
RAT04705,SUP097,2024-03-28,10,Film TV number north note major.
RAT04706,SUP017,2024-05-14,2,Scene scene stock.
RAT04707,SUP097,2024-04-27,7,Eye believe various drop.
RAT04708,SUP089,2024-04-28,4,Trip church heart only.
RAT04709,SUP097,2024-05-16,5,Theory despite including best little.
RAT04710,SUP055,2024-02-06,3,Senior amount indicate adult memory.
RAT04711,SUP009,2024-05-15,5,Various either support.
RAT04712,SUP091,2024-01-26,4,Dog movement wife help accept wide.
RAT04713,SUP089,2024-01-20,10,Situation skill agreement.
RAT04714,SUP068,2024-03-31,6,Range audience society.
RAT04715,SUP073,2024-04-01,2,From bar design method I foot.
RAT04716,SUP079,2024-06-16,3,Area training kitchen.
RAT04717,SUP016,2024-03-26,10,Current there chance heart successful.
RAT04718,SUP016,2024-06-14,1,Try environmental enter compare herself.
RAT04719,SUP013,2024-02-03,7,Themselves where fall.
RAT04720,SUP078,2024-03-14,9,Stage hot sister card can.
RAT04721,SUP086,2024-05-10,2,Nothing state then expert three once.
RAT04722,SUP085,2024-03-15,7,Southern score data special father.
RAT04723,SUP073,2024-01-23,3,Once foreign popular wife officer gun.
RAT04724,SUP063,2024-01-27,5,Goal local term hear why.
RAT04725,SUP041,2024-05-16,6,Stuff federal personal one space physical.
RAT04726,SUP053,2024-03-06,8,Family summer realize first.
RAT04727,SUP068,2024-05-26,4,Task after today black likely four.
